seasonId,userNum,matchingMode,matchingTeamMode,mmr,nickname,rank,rankSize,totalGames,totalWins,totalTeamKills,escapeCount,rankPercent,averageRank,averageKills,averageAssistants,averageHunts,top1,top2,top3,top5,top7,characterStats
13,463952,3,2,4211,데굴데굴미숫가루,49,39158,384,97,1855,8,0,4.06,2.88,1.74,19.45,0.25,0.36,0.46,0.67,0.88,"[{'characterCode': 46, 'totalGames': 205, 'usages': 205, 'maxKillings': 10, 'top3': 101, 'wins': 59, 'top3Rate': 0, 'averageRank': 4}, {'characterCode': 16, 'totalGames': 54, 'usages': 54, 'maxKillings': 10, 'top3': 29, 'wins': 11, 'top3Rate': 1, 'averageRank': 4}, {'characterCode': 56, 'totalGames': 27, 'usages': 27, 'maxKillings': 7, 'top3': 9, 'wins': 4, 'top3Rate': 0, 'averageRank': 4}]"
13,463952,3,3,4741,데굴데굴미숫가루,6,31850,335,168,3188,10,0,2.45,3.91,4.5,20.84,0.5,0.59,0.7,0.93,1,"[{'characterCode': 46, 'totalGames': 190, 'usages': 190, 'maxKillings': 11, 'top3': 132, 'wins': 98, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 35, 'totalGames': 44, 'usages': 44, 'maxKillings': 8, 'top3': 28, 'wins': 20, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 16, 'totalGames': 42, 'usages': 42, 'maxKillings': 9, 'top3': 34, 'wins': 22, 'top3Rate': 1, 'averageRank': 2}]"
13,1553415,3,1,4617,적을찾는피5라,3,43866,373,132,978,1,0,5.4,2.62,0,29.4,0.35,0.43,0.51,0.61,0.7,"[{'characterCode': 3, 'totalGames': 373, 'usages': 373, 'maxKillings': 9, 'top3': 189, 'wins': 132, 'top3Rate': 1, 'averageRank': 5}]"
13,1553415,3,2,4067,적을찾는피5라,200,39473,214,59,1110,5,0.01,3.84,3.08,1.93,21.14,0.28,0.41,0.52,0.71,0.91,"[{'characterCode': 3, 'totalGames': 174, 'usages': 174, 'maxKillings': 12, 'top3': 94, 'wins': 47, 'top3Rate': 1, 'averageRank': 4}, {'characterCode': 12, 'totalGames': 23, 'usages': 23, 'maxKillings': 6, 'top3': 11, 'wins': 9, 'top3Rate': 0, 'averageRank': 4}, {'characterCode': 8, 'totalGames': 9, 'usages': 9, 'maxKillings': 11, 'top3': 1, 'wins': 1, 'top3Rate': 0, 'averageRank': 6}]"
13,1553415,3,3,4723,적을찾는피5라,7,32231,323,161,3260,9,0,2.45,4.99,3.84,20.88,0.5,0.6,0.71,0.93,1,"[{'characterCode': 8, 'totalGames': 249, 'usages': 249, 'maxKillings': 15, 'top3': 178, 'wins': 132, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 12, 'totalGames': 35, 'usages': 35, 'maxKillings': 10, 'top3': 27, 'wins': 15, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 3, 'totalGames': 32, 'usages': 32, 'maxKillings': 7, 'top3': 20, 'wins': 13, 'top3Rate': 1, 'averageRank': 3}]"
13,360435,3,1,2943,게임적응못한사람,777,45135,182,14,206,4,0.02,9.46,1.13,0,19.82,0.08,0.11,0.15,0.27,0.39,"[{'characterCode': 12, 'totalGames': 47, 'usages': 47, 'maxKillings': 6, 'top3': 10, 'wins': 5, 'top3Rate': 0, 'averageRank': 9}, {'characterCode': 42, 'totalGames': 38, 'usages': 38, 'maxKillings': 7, 'top3': 6, 'wins': 2, 'top3Rate': 0, 'averageRank': 11}, {'characterCode': 1, 'totalGames': 26, 'usages': 26, 'maxKillings': 7, 'top3': 3, 'wins': 3, 'top3Rate': 0, 'averageRank': 9}]"
13,360435,3,2,4118,게임적응못한사람,143,39473,212,56,1082,6,0,4.08,2.15,2.53,14.95,0.26,0.35,0.5,0.68,0.85,"[{'characterCode': 41, 'totalGames': 45, 'usages': 45, 'maxKillings': 5, 'top3': 27, 'wins': 15, 'top3Rate': 1, 'averageRank': 4}, {'characterCode': 15, 'totalGames': 35, 'usages': 35, 'maxKillings': 8, 'top3': 22, 'wins': 13, 'top3Rate': 1, 'averageRank': 4}, {'characterCode': 12, 'totalGames': 31, 'usages': 31, 'maxKillings': 8, 'top3': 19, 'wins': 11, 'top3Rate': 1, 'averageRank': 3}]"
13,360435,3,3,4655,게임적응못한사람,8,30450,277,143,2789,7,0,2.39,2.11,5.87,11.83,0.52,0.61,0.72,0.93,1,"[{'characterCode': 42, 'totalGames': 87, 'usages': 87, 'maxKillings': 9, 'top3': 59, 'wins': 45, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 41, 'totalGames': 46, 'usages': 46, 'maxKillings': 4, 'top3': 33, 'wins': 23, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 15, 'totalGames': 22, 'usages': 22, 'maxKillings': 6, 'top3': 19, 'wins': 13, 'top3Rate': 1, 'averageRank': 2}]"
13,429054,3,1,1242,リルパ,0,0,1,1,4,0,0,1,4,0,35,1,1,1,1,1,"[{'characterCode': 1, 'totalGames': 1, 'usages': 1, 'maxKillings': 4, 'top3': 1, 'wins': 1, 'top3Rate': 1, 'averageRank': 1}]"
13,429054,3,2,3009,リルパ,560,39312,215,39,810,2,0.01,4.4,1.4,1.99,14.27,0.18,0.28,0.4,0.65,0.87,"[{'characterCode': 33, 'totalGames': 71, 'usages': 71, 'maxKillings': 8, 'top3': 32, 'wins': 20, 'top3Rate': 0, 'averageRank': 4}, {'characterCode': 17, 'totalGames': 48, 'usages': 48, 'maxKillings': 4, 'top3': 17, 'wins': 6, 'top3Rate': 0, 'averageRank': 5}, {'characterCode': 50, 'totalGames': 34, 'usages': 34, 'maxKillings': 7, 'top3': 16, 'wins': 5, 'top3Rate': 0, 'averageRank': 4}]"
13,429054,3,3,4631,リルパ,9,32457,477,198,3982,28,0,2.58,1.93,4.98,13.14,0.42,0.56,0.69,0.93,1,"[{'characterCode': 33, 'totalGames': 216, 'usages': 216, 'maxKillings': 8, 'top3': 158, 'wins': 107, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 51, 'totalGames': 149, 'usages': 149, 'maxKillings': 5, 'top3': 105, 'wins': 61, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 50, 'totalGames': 50, 'usages': 50, 'maxKillings': 6, 'top3': 36, 'wins': 17, 'top3Rate': 1, 'averageRank': 3}]"
13,2854562,3,1,1729,민트초코와플,8120,43860,15,3,28,0,0.19,5.73,1.87,0,29.93,0.2,0.27,0.27,0.53,0.73,"[{'characterCode': 46, 'totalGames': 10, 'usages': 10, 'maxKillings': 7, 'top3': 2, 'wins': 1, 'top3Rate': 0, 'averageRank': 6}, {'characterCode': 56, 'totalGames': 2, 'usages': 2, 'maxKillings': 7, 'top3': 1, 'wins': 1, 'top3Rate': 0, 'averageRank': 4}, {'characterCode': 32, 'totalGames': 1, 'usages': 1, 'maxKillings': 0, 'top3': 0, 'wins': 0, 'top3Rate': 0, 'averageRank': 6}]"
13,2854562,3,2,4324,민트초코와플,23,39473,370,105,1389,12,0,3.61,1.58,2.01,23.18,0.28,0.43,0.54,0.75,0.93,"[{'characterCode': 45, 'totalGames': 161, 'usages': 161, 'maxKillings': 6, 'top3': 99, 'wins': 55, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 46, 'totalGames': 113, 'usages': 113, 'maxKillings': 9, 'top3': 60, 'wins': 30, 'top3Rate': 1, 'averageRank': 4}, {'characterCode': 56, 'totalGames': 38, 'usages': 38, 'maxKillings': 5, 'top3': 13, 'wins': 7, 'top3Rate': 0, 'averageRank': 4}]"
13,2854562,3,3,4614,민트초코와플,10,33045,274,128,2298,12,0,2.43,2.02,5.73,14.87,0.47,0.6,0.74,0.92,1,"[{'characterCode': 45, 'totalGames': 180, 'usages': 180, 'maxKillings': 8, 'top3': 142, 'wins': 93, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 46, 'totalGames': 48, 'usages': 48, 'maxKillings': 12, 'top3': 35, 'wins': 21, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 20, 'totalGames': 20, 'usages': 20, 'maxKillings': 5, 'top3': 12, 'wins': 7, 'top3Rate': 1, 'averageRank': 3}]"
13,501191,3,1,3944,말파,179,46444,154,15,308,0,0,7.01,2,0,22.37,0.1,0.23,0.36,0.47,0.58,"[{'characterCode': 56, 'totalGames': 133, 'usages': 133, 'maxKillings': 8, 'top3': 48, 'wins': 12, 'top3Rate': 0, 'averageRank': 7}, {'characterCode': 4, 'totalGames': 21, 'usages': 21, 'maxKillings': 5, 'top3': 8, 'wins': 3, 'top3Rate': 0, 'averageRank': 5}]"
13,501191,3,2,2444,말파,1477,37707,36,9,154,0,0.04,4.03,2.31,1.69,14.5,0.25,0.31,0.42,0.69,0.89,"[{'characterCode': 56, 'totalGames': 20, 'usages': 20, 'maxKillings': 5, 'top3': 10, 'wins': 6, 'top3Rate': 0, 'averageRank': 4}, {'characterCode': 33, 'totalGames': 5, 'usages': 5, 'maxKillings': 6, 'top3': 1, 'wins': 1, 'top3Rate': 0, 'averageRank': 5}, {'characterCode': 2, 'totalGames': 5, 'usages': 5, 'maxKillings': 9, 'top3': 2, 'wins': 2, 'top3Rate': 0, 'averageRank': 4}]"
13,501191,3,3,4602,말파,7,29099,485,229,4276,30,0,2.33,3.2,4.53,13.04,0.47,0.62,0.75,0.96,1,"[{'characterCode': 56, 'totalGames': 373, 'usages': 373, 'maxKillings': 11, 'top3': 280, 'wins': 185, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 24, 'totalGames': 93, 'usages': 93, 'maxKillings': 12, 'top3': 68, 'wins': 37, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 58, 'totalGames': 19, 'usages': 19, 'maxKillings': 8, 'top3': 16, 'wins': 7, 'top3Rate': 1, 'averageRank': 2}]"
13,294507,3,1,2481,솔개,1358,39153,33,6,82,0,0.03,6.73,2.48,0,21.97,0.18,0.18,0.3,0.42,0.64,"[{'characterCode': 18, 'totalGames': 33, 'usages': 33, 'maxKillings': 9, 'top3': 10, 'wins': 6, 'top3Rate': 0, 'averageRank': 7}]"
13,294507,3,2,3568,솔개,313,39051,192,38,980,1,0.01,3.88,2.88,1.99,19.05,0.2,0.4,0.52,0.73,0.89,"[{'characterCode': 18, 'totalGames': 192, 'usages': 192, 'maxKillings': 9, 'top3': 99, 'wins': 38, 'top3Rate': 1, 'averageRank': 4}]"
13,294507,3,3,4601,솔개,5,27127,408,140,3188,22,0,2.71,3.3,3.61,19.1,0.34,0.54,0.68,0.92,1,"[{'characterCode': 18, 'totalGames': 408, 'usages': 408, 'maxKillings': 11, 'top3': 278, 'wins': 140, 'top3Rate': 1, 'averageRank': 3}]"
13,1374507,3,1,3325,공주열차,392,43801,366,22,487,0,0.01,9.67,1.33,0,19.4,0.06,0.12,0.18,0.26,0.35,"[{'characterCode': 48, 'totalGames': 319, 'usages': 319, 'maxKillings': 9, 'top3': 62, 'wins': 21, 'top3Rate': 0, 'averageRank': 10}, {'characterCode': 3, 'totalGames': 27, 'usages': 27, 'maxKillings': 8, 'top3': 2, 'wins': 1, 'top3Rate': 0, 'averageRank': 10}, {'characterCode': 19, 'totalGames': 8, 'usages': 8, 'maxKillings': 1, 'top3': 3, 'wins': 0, 'top3Rate': 0, 'averageRank': 10}]"
13,1374507,3,2,2639,공주열차,942,39132,34,15,196,0,0.02,3.29,2.91,2.44,16.62,0.44,0.59,0.62,0.74,0.94,"[{'characterCode': 48, 'totalGames': 28, 'usages': 28, 'maxKillings': 10, 'top3': 17, 'wins': 13, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 19, 'totalGames': 3, 'usages': 3, 'maxKillings': 7, 'top3': 2, 'wins': 2, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 8, 'totalGames': 1, 'usages': 1, 'maxKillings': 3, 'top3': 1, 'wins': 0, 'top3Rate': 1, 'averageRank': 2}]"
13,1374507,3,3,4555,공주열차,12,30332,290,143,2890,6,0,2.47,3.14,4.5,17.61,0.49,0.59,0.71,0.93,1,"[{'characterCode': 48, 'totalGames': 117, 'usages': 117, 'maxKillings': 11, 'top3': 79, 'wins': 58, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 3, 'totalGames': 109, 'usages': 109, 'maxKillings': 11, 'top3': 81, 'wins': 57, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 19, 'totalGames': 31, 'usages': 31, 'maxKillings': 8, 'top3': 24, 'wins': 16, 'top3Rate': 1, 'averageRank': 2}]"
13,3515612,3,1,2380,더때려줘,2775,46019,20,4,58,0,0.06,6.2,2.9,0,19.15,0.2,0.4,0.5,0.6,0.6,"[{'characterCode': 4, 'totalGames': 11, 'usages': 11, 'maxKillings': 6, 'top3': 4, 'wins': 1, 'top3Rate': 0, 'averageRank': 7}, {'characterCode': 56, 'totalGames': 5, 'usages': 5, 'maxKillings': 7, 'top3': 4, 'wins': 1, 'top3Rate': 1, 'averageRank': 4}, {'characterCode': 2, 'totalGames': 4, 'usages': 4, 'maxKillings': 5, 'top3': 2, 'wins': 2, 'top3Rate': 0, 'averageRank': 6}]"
13,3515612,3,2,1199,더때려줘,14189,28748,6,3,36,0,0.49,2.5,5,1,20.5,0.5,0.5,0.67,1,1,"[{'characterCode': 56, 'totalGames': 2, 'usages': 2, 'maxKillings': 5, 'top3': 1, 'wins': 1, 'top3Rate': 0, 'averageRank': 3}, {'characterCode': 58, 'totalGames': 2, 'usages': 2, 'maxKillings': 9, 'top3': 2, 'wins': 2, 'top3Rate': 1, 'averageRank': 1}, {'characterCode': 39, 'totalGames': 2, 'usages': 2, 'maxKillings': 4, 'top3': 1, 'wins': 0, 'top3Rate': 0, 'averageRank': 4}]"
13,3515612,3,3,4546,더때려줘,12,30212,495,194,4123,24,0,2.6,3.31,4.13,13.85,0.39,0.58,0.69,0.94,1,"[{'characterCode': 56, 'totalGames': 294, 'usages': 294, 'maxKillings': 10, 'top3': 207, 'wins': 130, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 58, 'totalGames': 137, 'usages': 137, 'maxKillings': 10, 'top3': 95, 'wins': 50, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 24, 'totalGames': 44, 'usages': 44, 'maxKillings': 9, 'top3': 30, 'wins': 11, 'top3Rate': 1, 'averageRank': 3}]"
13,224287,3,1,4149,영만,33,44350,169,45,422,0,0,6.08,2.5,0,30.86,0.27,0.35,0.42,0.54,0.65,"[{'characterCode': 48, 'totalGames': 169, 'usages': 169, 'maxKillings': 9, 'top3': 71, 'wins': 45, 'top3Rate': 0, 'averageRank': 6}]"
13,224287,3,2,4481,영만,11,39397,498,146,2608,5,0,3.74,2.8,2.28,22.27,0.29,0.41,0.52,0.73,0.91,"[{'characterCode': 48, 'totalGames': 365, 'usages': 365, 'maxKillings': 10, 'top3': 210, 'wins': 122, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 45, 'totalGames': 21, 'usages': 21, 'maxKillings': 7, 'top3': 10, 'wins': 8, 'top3Rate': 0, 'averageRank': 4}, {'characterCode': 12, 'totalGames': 14, 'usages': 14, 'maxKillings': 4, 'top3': 4, 'wins': 2, 'top3Rate': 0, 'averageRank': 5}]"
13,224287,3,3,4538,영만,15,32794,456,172,3878,24,0,2.65,3.98,3.76,22.88,0.38,0.54,0.66,0.95,1,"[{'characterCode': 48, 'totalGames': 395, 'usages': 395, 'maxKillings': 12, 'top3': 271, 'wins': 159, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 43, 'totalGames': 14, 'usages': 14, 'maxKillings': 7, 'top3': 7, 'wins': 5, 'top3Rate': 0, 'averageRank': 3}, {'characterCode': 56, 'totalGames': 10, 'usages': 10, 'maxKillings': 8, 'top3': 4, 'wins': 1, 'top3Rate': 0, 'averageRank': 4}]"
13,572087,3,1,2654,상당구핏빛길,799,35869,63,11,98,0,0.02,6.21,1.56,0,28.25,0.17,0.29,0.38,0.52,0.68,"[{'characterCode': 20, 'totalGames': 35, 'usages': 35, 'maxKillings': 5, 'top3': 12, 'wins': 7, 'top3Rate': 0, 'averageRank': 6}, {'characterCode': 29, 'totalGames': 19, 'usages': 19, 'maxKillings': 7, 'top3': 10, 'wins': 4, 'top3Rate': 1, 'averageRank': 5}, {'characterCode': 11, 'totalGames': 5, 'usages': 5, 'maxKillings': 4, 'top3': 1, 'wins': 0, 'top3Rate': 0, 'averageRank': 6}]"
13,572087,3,2,3674,상당구핏빛길,251,37458,234,61,850,2,0.01,3.4,1.96,1.48,20.73,0.26,0.42,0.57,0.79,0.97,"[{'characterCode': 20, 'totalGames': 133, 'usages': 133, 'maxKillings': 8, 'top3': 83, 'wins': 44, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 11, 'totalGames': 22, 'usages': 22, 'maxKillings': 7, 'top3': 12, 'wins': 3, 'top3Rate': 1, 'averageRank': 4}, {'characterCode': 3, 'totalGames': 13, 'usages': 13, 'maxKillings': 8, 'top3': 8, 'wins': 3, 'top3Rate': 1, 'averageRank': 3}]"
13,572087,3,3,4535,상당구핏빛길,17,33002,314,126,2471,13,0,2.51,2.54,4.32,16.52,0.4,0.57,0.72,0.95,1,"[{'characterCode': 20, 'totalGames': 223, 'usages': 223, 'maxKillings': 9, 'top3': 158, 'wins': 87, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 42, 'totalGames': 27, 'usages': 27, 'maxKillings': 7, 'top3': 18, 'wins': 14, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 45, 'totalGames': 23, 'usages': 23, 'maxKillings': 5, 'top3': 20, 'wins': 11, 'top3Rate': 1, 'averageRank': 2}]"
13,478304,3,1,2044,ASeuNa,2905,35384,59,8,92,0,0.08,8.75,1.56,0,14.41,0.14,0.2,0.22,0.29,0.44,"[{'characterCode': 15, 'totalGames': 38, 'usages': 38, 'maxKillings': 9, 'top3': 10, 'wins': 8, 'top3Rate': 0, 'averageRank': 8}, {'characterCode': 16, 'totalGames': 17, 'usages': 17, 'maxKillings': 4, 'top3': 3, 'wins': 0, 'top3Rate': 0, 'averageRank': 10}, {'characterCode': 33, 'totalGames': 3, 'usages': 3, 'maxKillings': 1, 'top3': 0, 'wins': 0, 'top3Rate': 0, 'averageRank': 11}]"
13,478304,3,2,2567,ASeuNa,1114,39410,182,38,697,2,0.03,4.1,2.42,1.24,17.87,0.21,0.31,0.43,0.67,0.93,"[{'characterCode': 15, 'totalGames': 149, 'usages': 149, 'maxKillings': 10, 'top3': 63, 'wins': 32, 'top3Rate': 0, 'averageRank': 4}, {'characterCode': 16, 'totalGames': 21, 'usages': 21, 'maxKillings': 7, 'top3': 9, 'wins': 3, 'top3Rate': 0, 'averageRank': 5}, {'characterCode': 17, 'totalGames': 4, 'usages': 4, 'maxKillings': 4, 'top3': 2, 'wins': 0, 'top3Rate': 0, 'averageRank': 3}]"
13,478304,3,3,4534,ASeuNa,17,33125,1009,297,7075,39,0,2.89,3.65,2.74,17.84,0.29,0.5,0.63,0.92,1,"[{'characterCode': 15, 'totalGames': 929, 'usages': 929, 'maxKillings': 14, 'top3': 592, 'wins': 275, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 16, 'totalGames': 47, 'usages': 47, 'maxKillings': 7, 'top3': 33, 'wins': 18, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 17, 'totalGames': 18, 'usages': 18, 'maxKillings': 5, 'top3': 7, 'wins': 2, 'top3Rate': 0, 'averageRank': 4}]"
13,328575,3,1,4057,노트북던진알렉스,45,44532,306,58,572,1,0,6.18,1.87,0,27.28,0.19,0.41,0.51,0.59,0.66,"[{'characterCode': 4, 'totalGames': 269, 'usages': 269, 'maxKillings': 9, 'top3': 145, 'wins': 54, 'top3Rate': 1, 'averageRank': 6}, {'characterCode': 59, 'totalGames': 26, 'usages': 26, 'maxKillings': 5, 'top3': 6, 'wins': 2, 'top3Rate': 0, 'averageRank': 10}, {'characterCode': 14, 'totalGames': 11, 'usages': 11, 'maxKillings': 4, 'top3': 4, 'wins': 2, 'top3Rate': 0, 'averageRank': 9}]"
