seasonId,userNum,matchingMode,matchingTeamMode,mmr,nickname,rank,rankSize,totalGames,totalWins,totalTeamKills,escapeCount,rankPercent,averageRank,averageKills,averageAssistants,averageHunts,top1,top2,top3,top5,top7,characterStats
13,3307720,3,3,4343,Usagi゜,33,33125,253,91,2135,12,0,2.57,3.77,3.91,22.58,0.36,0.57,0.7,0.98,1,"[{'characterCode': 40, 'totalGames': 253, 'usages': 253, 'maxKillings': 12, 'top3': 177, 'wins': 91, 'top3Rate': 1, 'averageRank': 3}]"
13,693091,3,3,4342,BANDlT,34,32156,161,89,1679,4,0,2.3,3.9,5.58,20.85,0.55,0.66,0.74,0.93,1,"[{'characterCode': 56, 'totalGames': 140, 'usages': 140, 'maxKillings': 11, 'top3': 103, 'wins': 76, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 9, 'totalGames': 13, 'usages': 13, 'maxKillings': 9, 'top3': 11, 'wins': 9, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 58, 'totalGames': 4, 'usages': 4, 'maxKillings': 5, 'top3': 2, 'wins': 1, 'top3Rate': 0, 'averageRank': 3}]"
13,3443475,3,3,4337,고유,35,33125,318,106,2382,22,0,2.93,2.32,3.95,16.16,0.33,0.47,0.61,0.89,1,"[{'characterCode': 29, 'totalGames': 133, 'usages': 133, 'maxKillings': 8, 'top3': 86, 'wins': 54, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 34, 'totalGames': 60, 'usages': 60, 'maxKillings': 13, 'top3': 34, 'wins': 19, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 47, 'totalGames': 41, 'usages': 41, 'maxKillings': 7, 'top3': 23, 'wins': 6, 'top3Rate': 1, 'averageRank': 3}]"
13,2482060,3,3,4335,생나에진심인남자,36,32859,184,99,1774,4,0,2.36,3.81,5.02,22.48,0.54,0.63,0.7,0.94,1,"[{'characterCode': 56, 'totalGames': 143, 'usages': 143, 'maxKillings': 11, 'top3': 98, 'wins': 81, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 9, 'totalGames': 26, 'usages': 26, 'maxKillings': 6, 'top3': 20, 'wins': 12, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 17, 'totalGames': 5, 'usages': 5, 'maxKillings': 7, 'top3': 4, 'wins': 3, 'top3Rate': 1, 'averageRank': 2}]"
13,246974,3,3,4333,해물아구찜,37,32176,248,69,2233,18,0,3.14,2.89,4.05,12.93,0.28,0.4,0.57,0.87,1,"[{'characterCode': 3, 'totalGames': 49, 'usages': 49, 'maxKillings': 7, 'top3': 26, 'wins': 17, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 1, 'totalGames': 43, 'usages': 43, 'maxKillings': 9, 'top3': 28, 'wins': 11, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 18, 'totalGames': 33, 'usages': 33, 'maxKillings': 10, 'top3': 22, 'wins': 14, 'top3Rate': 1, 'averageRank': 3}]"
13,848720,3,3,4328,청천벽력,38,30179,274,106,2135,7,0,2.86,2.49,4.09,16.82,0.39,0.49,0.63,0.87,1,"[{'characterCode': 30, 'totalGames': 50, 'usages': 50, 'maxKillings': 5, 'top3': 35, 'wins': 25, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 56, 'totalGames': 44, 'usages': 44, 'maxKillings': 9, 'top3': 30, 'wins': 17, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 27, 'totalGames': 25, 'usages': 25, 'maxKillings': 5, 'top3': 12, 'wins': 6, 'top3Rate': 0, 'averageRank': 3}]"
13,379734,3,3,4317,처냥2,39,30514,140,66,1411,4,0,2.48,3.13,5.76,20.83,0.47,0.58,0.67,0.95,1,"[{'characterCode': 47, 'totalGames': 77, 'usages': 77, 'maxKillings': 11, 'top3': 56, 'wins': 43, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 38, 'totalGames': 13, 'usages': 13, 'maxKillings': 13, 'top3': 13, 'wins': 11, 'top3Rate': 1, 'averageRank': 1}, {'characterCode': 27, 'totalGames': 11, 'usages': 11, 'maxKillings': 4, 'top3': 5, 'wins': 3, 'top3Rate': 0, 'averageRank': 3}]"
13,412738,3,3,4313,댕비니,40,33045,385,145,3200,17,0,2.66,2.81,4.01,24.88,0.38,0.52,0.69,0.91,1,"[{'characterCode': 27, 'totalGames': 68, 'usages': 68, 'maxKillings': 7, 'top3': 48, 'wins': 18, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 56, 'totalGames': 51, 'usages': 51, 'maxKillings': 10, 'top3': 33, 'wins': 18, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 39, 'totalGames': 38, 'usages': 38, 'maxKillings': 7, 'top3': 26, 'wins': 23, 'top3Rate': 1, 'averageRank': 2}]"
13,3709033,3,3,4312,ウサギ,41,33103,298,119,2476,12,0,2.64,3.67,3.78,21.18,0.4,0.55,0.66,0.93,1,"[{'characterCode': 40, 'totalGames': 271, 'usages': 271, 'maxKillings': 11, 'top3': 184, 'wins': 112, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 39, 'totalGames': 9, 'usages': 9, 'maxKillings': 4, 'top3': 2, 'wins': 1, 'top3Rate': 0, 'averageRank': 4}, {'characterCode': 1, 'totalGames': 8, 'usages': 8, 'maxKillings': 9, 'top3': 3, 'wins': 3, 'top3Rate': 0, 'averageRank': 3}]"
13,875248,3,3,4312,아름답게빛나리,42,32146,792,268,5619,56,0,2.74,2.42,3.59,18.28,0.34,0.52,0.68,0.92,1,"[{'characterCode': 28, 'totalGames': 383, 'usages': 383, 'maxKillings': 9, 'top3': 275, 'wins': 145, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 34, 'totalGames': 184, 'usages': 184, 'maxKillings': 10, 'top3': 127, 'wins': 67, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 39, 'totalGames': 149, 'usages': 149, 'maxKillings': 9, 'top3': 93, 'wins': 38, 'top3Rate': 1, 'averageRank': 3}]"
13,40020,3,3,4311,李內戳,43,33103,394,125,3145,26,0,2.81,2.55,3.57,18.34,0.32,0.51,0.63,0.93,1,"[{'characterCode': 10, 'totalGames': 343, 'usages': 343, 'maxKillings': 11, 'top3': 224, 'wins': 112, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 40, 'totalGames': 29, 'usages': 29, 'maxKillings': 6, 'top3': 14, 'wins': 7, 'top3Rate': 0, 'averageRank': 3}, {'characterCode': 15, 'totalGames': 12, 'usages': 12, 'maxKillings': 4, 'top3': 7, 'wins': 4, 'top3Rate': 1, 'averageRank': 3}]"
13,1151134,3,3,4309,다비흐,44,27921,238,89,1913,17,0,2.84,1.89,5.37,12.72,0.37,0.53,0.61,0.9,1,"[{'characterCode': 55, 'totalGames': 184, 'usages': 184, 'maxKillings': 7, 'top3': 119, 'wins': 79, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 53, 'totalGames': 35, 'usages': 35, 'maxKillings': 7, 'top3': 16, 'wins': 6, 'top3Rate': 0, 'averageRank': 3}, {'characterCode': 57, 'totalGames': 6, 'usages': 6, 'maxKillings': 5, 'top3': 3, 'wins': 0, 'top3Rate': 0, 'averageRank': 4}]"
13,108708,3,3,4306,바바,45,32623,324,86,2313,12,0,3.05,2.59,3.46,17.56,0.27,0.43,0.61,0.9,1,"[{'characterCode': 24, 'totalGames': 38, 'usages': 38, 'maxKillings': 6, 'top3': 33, 'wins': 21, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 27, 'totalGames': 24, 'usages': 24, 'maxKillings': 5, 'top3': 17, 'wins': 8, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 53, 'totalGames': 23, 'usages': 23, 'maxKillings': 10, 'top3': 8, 'wins': 4, 'top3Rate': 0, 'averageRank': 4}]"
13,1161005,3,3,4304,逢甲彰一真君,46,30560,584,122,3748,40,0,3.11,2.44,3.09,20.9,0.21,0.44,0.59,0.9,1,"[{'characterCode': 52, 'totalGames': 130, 'usages': 130, 'maxKillings': 10, 'top3': 77, 'wins': 31, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 40, 'totalGames': 66, 'usages': 66, 'maxKillings': 10, 'top3': 48, 'wins': 28, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 21, 'totalGames': 65, 'usages': 65, 'maxKillings': 13, 'top3': 36, 'wins': 11, 'top3Rate': 1, 'averageRank': 3}]"
13,2952712,3,3,4303,asimU,47,32883,366,114,2691,21,0,3.01,2.1,4.01,18.5,0.31,0.45,0.6,0.88,1,"[{'characterCode': 20, 'totalGames': 143, 'usages': 143, 'maxKillings': 9, 'top3': 85, 'wins': 42, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 11, 'totalGames': 66, 'usages': 66, 'maxKillings': 7, 'top3': 43, 'wins': 23, 'top3Rate': 1, 'averageRank': 3}, {'characterCode': 56, 'totalGames': 53, 'usages': 53, 'maxKillings': 6, 'top3': 26, 'wins': 11, 'top3Rate': 0, 'averageRank': 3}]"
13,563813,3,3,4303,ing9,48,32807,355,139,2859,12,0,2.81,2.93,3.94,22.71,0.39,0.51,0.62,0.91,1,"[{'characterCode': 47, 'totalGames': 50, 'usages': 50, 'maxKillings': 9, 'top3': 38, 'wins': 20, 'top3Rate': 1, 'averageRank': 2}, {'characterCode': 55, 'totalGames': 35, 'usages': 35, 'maxKillings': 6, 'top3': 16, 'wins': 11, 'top3Rate': 0, 'averageRank': 3}, {'characterCode': 45, 'totalGames': 29, 'usages': 29, 'maxKillings': 5, 'top3': 17, 'wins': 10, 'top3Rate': 1, 'averageRank': 3}]"
